timestamp,price_close
1660431599,1980.5746213221905
1660435199,1981.3365601897074
1660438799,1987.489743288375
1660442399,1987.6997732326495
1660445999,1988.197556744107
1660449599,1987.3457840651881
1660453199,1988.3782187497234
1660456799,1993.4894625721427
1660460399,1991.6893467746718
1660463999,2017.3766370908031
1660467599,1999.497830000294
1660471199,2007.6930980651325
1660474799,1998.8899929423126
1660478399,1990.8179638418326
1660481999,1986.1099328056505
1660485599,1978.3990085623211
1660489199,1982.2416244430897
1660492799,1983.5722835412685
1660496399,1950.4249649183478
1660499999,1928.076685108788
1660503599,1929.9707825109315
1660507199,1933.0531737465647
1660510799,1940.4751818692173
1660514399,1946.9545956935538
1660517999,1940.402240377146
1660521599,1936.8020451587636
1660525199,1952.6554794597394
1660528799,1970.9432763431346
1660532399,1999.4690807337197
1660535999,1986.635061062084
1660539599,1982.4257247974685
1660543199,1970.627423332557
1660546799,1907.769006685331
1660550399,1900.928313234866
1660553999,1904.5127093877838
1660557599,1904.1572012944976
1660561199,1906.1668092799282
1660564799,1894.3512692808608
1660568399,1883.6029775135366
1660571999,1910.6179729636895
1660575599,1903.0257840791576
1660579199,1916.220751240068
1660582799,1923.5639391728682
1660586399,1904.8082074393108
1660589999,1898.639222958421
1660593599,1892.2694382580707
1660597199,1900.1547759021473
1660600799,1902.8277147453068
1660604399,1902.3125774452528
1660607999,1904.2281567639322
1660611599,1897.424180131049
1660615199,1901.18429787671
1660618799,1891.555056485546
1660622399,1890.5673036144965
1660625999,1875.2283032818486
1660629599,1871.515254995657
1660633199,1882.6902301684281
1660636799,1881.9560607394737
1660640399,1880.5137313500552
1660643999,1893.5111241668856
1660647599,1889.7180053616528
1660651199,1905.3285437458708
1660654799,1889.3170294204199
1660658399,1883.7909980415102
1660661999,1876.0523489379368
1660665599,1887.7803846193958
1660669199,1876.8982674671302
1660672799,1877.5086592674386
1660676399,1869.268364110158
1660679999,1877.893070224828
1660683599,1882.961350670525
1660687199,1878.8714707825986
1660690799,1875.4767167177301
1660694399,1878.1393765348407
1660697999,1895.2299531044143
1660701599,1888.2810937050642
1660705199,1895.7572486691627
1660708799,1896.7340717639993
1660712399,1901.8283426134674
1660715999,1919.9186850693704
1660719599,1951.6756745003318
1660723199,1894.217068052081
1660726799,1887.603000644661
1660730399,1889.439582346166
1660733999,1875.9895948365283
1660737599,1875.8424284288176
1660741199,1873.566502277888
1660744799,1835.9454937534872
1660748399,1823.532196279502
1660751999,1830.771252606246
1660755599,1839.3425785268148
1660759199,1844.0818989032196
1660762799,1856.4855479084365
1660766399,1838.8477593671796
1660769999,1849.7258578623068
1660773599,1840.1850284931088
1660777199,1831.9191384443666
1660780799,1832.999638374081
1660784399,1845.4051252888194
1660787999,1852.7648679431181
1660791599,1852.1840186843863
1660795199,1848.376526050289
1660798799,1845.1618656840103
1660802399,1847.3257894379506
1660805999,1841.8271106621933
1660809599,1845.2362490186156
1660813199,1845.8866364339208
1660816799,1852.8593537189051
1660820399,1849.94577177416
1660823999,1857.8194600198706
1660827599,1872.4704333376505
1660831199,1857.7471346241318
1660834799,1862.2423612072485
1660838399,1873.406803350067
1660841999,1866.9562534788536
1660845599,1863.7518998937953
1660849199,1867.8992454361282
1660852799,1871.9370317452767
1660856399,1875.5112314589799
1660859999,1869.6224687234865
1660863599,1868.4450103299814
1660867199,1847.0078347878407
1660870799,1827.828152175491
1660874399,1811.9571832883698
1660877999,1824.0196081686804
1660881599,1820.3600662212657
1660885199,1820.5795982535496
1660888799,1815.6855072897076
1660892399,1753.803300461246
