timestamp,price_close
1655049599,28063.3608919984
1655063999,27500.8111861585
1655078399,26762.6490379039
1655092799,25555.8404591611
1655107199,24794.3452057303
1655121599,23639.0557891284
1655135999,23250.7416056233
1655150399,23277.7428103881
1655164799,22487.3879258459
1655179199,22107.8593550299
1655193599,22880.9736025089
1655207999,21958.1018756415
1655222399,22692.1922233484
1655236799,22228.0556862085
1655251199,22206.7927900583
1655265599,21586.9161482752
1655279999,20805.3338577708
1655294399,21080.2194443744
1655308799,21379.1668211304
1655323199,21699.5030027531
1655337599,22572.8398231902
1655351999,22256.7825408938
1655366399,21754.8671467793
1655380799,21045.6772678317
1655395199,21055.6705689452
1655409599,20883.4115581206
1655423999,20381.6512129024
1655438399,20420.973626146
1655452799,21105.2575913738
1655467199,21010.5243316933
1655481599,20601.101444414
1655495999,20501.8368034512
1655510399,20471.4818924914
1655524799,20424.3104989197
1655539199,19295.3046647312
1655553599,19280.3292799901
1655567999,19006.0565717445
1655582399,18084.2727922802
1655596799,19017.6423550215
1655611199,18370.674927771
1655625599,18335.3030111539
1655639999,19680.5521308503
1655654399,19772.5069055679
1655668799,20164.4921877771
1655683199,20553.2718217472
1655697599,20024.6853994045
1655711999,19983.16017645
1655726399,20800.5686174329
1655740799,20795.7192899422
1655755199,20126.3362021191
1655769599,20599.5379647956
1655783999,20597.1814052799
1655798399,21099.3354086095
1655812799,20968.9452470095
1655827199,21418.6872082299
1655841599,20909.1991476269
1655855999,20710.597101739
1655870399,20333.0742570432
1655884799,20111.2067189795
1655899199,20505.1325734378
1655913599,20117.3924899918
1655927999,20124.9102636191
1655942399,19987.0290493797
1655956799,20256.2377972741
1655971199,20456.6360338959
1655985599,20627.4127287481
1655999999,20381.9760181973
1656014399,20849.5078587087
1656028799,21085.8771612422
1656043199,21056.8543741998
1656057599,20909.0436693876
1656071999,21165.6623463649
1656086399,20878.9311328545
1656100799,21198.1276710227
1656115199,21231.6557714446
1656129599,21296.4038610142
1656143999,21484.9303371286
1656158399,21340.6002135987
1656172799,20980.338456691
1656187199,21199.3964976506
1656201599,21502.3386880262
1656215999,21423.6075331332
1656230399,21389.7261180384
1656244799,21699.9875765922
1656259199,21327.8058226674
1656273599,21284.9911637645
